id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,direct_freekicks_order,value_season,bonus,starts_per_90,cost_change_start,news_added,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,corners_and_indirect_freekicks_order,ep_next,event_points,web_name,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,news,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,total_points,in_dreamteam,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank
52,Keinan Davis,54,FWD,Aston Villa,0.0,89,0.0,0.00,772,0,0,89,14028,0.0,,0.0,0,0.0,-1,2022-08-05T11:30:05.744996Z,0.00,1,0.0,0,0.0,75,0.0,0,,0.0,0,Davis,0.0,772,0.0,772,0.00,0,u,43,0,0,0,Joined Watford on loan - Expected back 01 Jul,0.0,0,86,89,0.0,772,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,761,570,0.0,771,0.0,586,0,0.0,0.0,89,89,0,127
53,Boubacar Kamara,48,MID,Aston Villa,0.15,185,0.05,0.92,360,0,0,147,25542,0.3,,9.2,0,1.07,-2,2023-04-05T09:30:06.857573Z,33.05,2,1.68,0,39.0,167,275.8,0,,1.0,2,Kamara,123.4,305,0.0,252,0.15,0,a,170,0,4,30,,0.06,1,116,138,100.0,247,,43.9,1.2,0,1.07,100.0,21,1.8,1773,44,False,252,453,0.01,382,1.2,13468,235,1.52,0.1,104,150,3,284
54,Cameron Archer,42,FWD,Aston Villa,0.0,67,0.02,0.01,478,0,0,65,888873,0.0,,1.4,0,0.0,-3,2023-01-09T10:00:09.636178Z,0.37,3,0.77,0,6.0,25,1.8,0,,0.0,0,Archer,2.4,507,0.0,469,0.00,0,u,91,0,0,1,Season-long loan to Middlesbrough,0.02,0,59,67,0.0,520,,0.9,0.0,0,0.01,0.0,0,1.0,43,6,False,541,147,0.0,449,0.0,343635,13,2.09,1.7,66,61,0,615
55,Jaden Philogene-Bidace,45,MID,Aston Villa,0.0,283,0.0,0.00,720,0,0,291,387,0.0,,0.0,0,0.0,0,2022-07-28T16:30:04.277181Z,0.00,0,0.0,0,0.0,317,0.0,0,,0.0,0,Philogene-Bidace,0.0,711,0.0,706,0.00,0,u,236,0,0,0,Joined Cardiff City on loan - Expected back 01 Jul,0.0,0,254,289,0.0,707,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,657,751,0.0,691,0.0,0,0,0.0,0.0,286,298,0,418
56,Frédéric Guilbert,39,DEF,Aston Villa,0.0,183,0.0,0.00,571,0,0,193,110031,0.0,,0.0,0,0.0,-1,2023-01-18T10:30:33.128344Z,0.00,1,0.0,0,0.0,90,0.0,0,,0.0,0,Guilbert,0.0,558,0.0,536,0.00,0,u,241,0,0,0,Transferred to RC Strasbourg,0.0,0,147,195,0.0,554,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,435,252,0.0,499,0.0,69713,0,0.0,0.6,196,196,0,740
479,Leander Dendoncker,47,MID,Aston Villa,0.4,161,0.01,0.14,413,0,0,162,20342,0.1,,7.9,0,0.9,-3,2023-03-03T15:30:08.504631Z,14.68,3,1.47,0,64.0,183,143.4,0,,0.8,0,Dendoncker,96.1,363,0.0,296,0.72,0,a,184,0,0,14,,0.08,0,154,163,100.0,351,,30.6,0.6,0,0.86,100.0,9,1.5,897,37,False,327,488,0.07,327,0.6,9303,163,1.4,0.1,141,177,4,308
525,Ludwig Augustinsson,43,DEF,Aston Villa,0.0,138,0.01,0.01,549,0,0,170,7394,0.0,,0.5,0,1.18,-2,2023-01-31T09:21:18.301152Z,0.74,2,0.88,0,35.0,204,5.6,0,,0.0,0,Augustinsson,1.9,476,0.0,471,0.08,0,u,134,0,1,0,Recalled by Sevilla,0.1,0,222,165,0.0,500,,4.2,0.0,0,0.09,0.0,1,0.7,76,2,False,561,557,0.09,387,0.0,2106,5,0.0,0.0,178,184,0,553
537,Kaine Kesler Hayden,40,DEF,Aston Villa,0.0,233,0.0,0.00,649,0,0,238,10688,0.0,,0.0,0,0.0,0,2022-08-12T14:24:07.750145Z,0.00,0,0.0,0,0.0,201,0.0,0,,0.0,0,Kesler Hayden,0.0,636,0.0,618,0.00,0,u,231,0,0,0,Season-long loan to Huddersfield Town,0.0,0,199,240,0.0,631,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,521,538,0.0,587,0.0,1637,0,0.0,0.0,240,241,0,723
538,Ashley Young,43,DEF,Aston Villa,0.4,94,0.03,0.78,151,1,0,36,206399,0.2,,20.2,8,1.02,-2,,31.81,2,1.41,0,81.0,73,380.2,0,,1.2,0,Young,223.4,221,0.0,161,0.46,0,a,123,0,7,28,,0.05,0,89,66,,180,,68.7,1.0,1,1.24,,23,3.0,2031,87,False,271,205,0.02,300,1.0,267878,388,1.24,0.8,70,45,9,536
638,Lamare Bogarde,40,DEF,Aston Villa,0.0,227,0.0,0.00,643,0,0,232,5560,0.0,,0.0,0,0.0,0,2023-02-01T11:14:29.687932Z,0.00,0,0.0,0,0.0,205,0.0,0,,0.0,0,Bogarde,0.0,629,0.0,611,0.00,0,u,225,0,0,0,Season-long loan to Bristol Rovers,0.0,0,193,234,0.0,625,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,514,561,0.0,580,0.0,6240,0,0.0,0.0,235,236,0,716
670,Filip Marschall,40,GKP,Aston Villa,0.0,51,0.0,0.00,623,0,0,60,973,0.0,,0.0,0,0.0,0,2023-01-25T09:52:02.091357Z,0.00,0,0.0,0,0.0,77,0.0,0,,0.0,0,Marschall,0.0,609,0.0,590,0.00,0,u,56,0,0,0,Season-long loan to Gateshead,0.0,0,69,77,0.0,605,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,491,713,0.0,558,0.0,1138,0,0.0,0.0,77,77,0,692
672,Kadan Young,45,MID,Aston Villa,0.0,309,0.0,0.00,745,0,0,314,1008,0.0,,0.0,0,0.0,0,2023-05-24T21:30:09.756111Z,0.00,0,0.0,0,0.0,284,0.0,0,,0.0,0,Kadan Young,0.0,741,0.0,735,0.00,0,i,270,0,0,0,International Duty - Expected back 02 Jun,0.0,0,279,313,0.0,740,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,689,701,0.0,725,0.0,1385,0,0.0,0.0,313,317,0,461
694,Alexandre Moreno Lopera,45,DEF,Aston Villa,0.48,41,0.17,2.57,69,0,0,19,224855,0.3,,16.0,5,0.95,0,2023-05-20T17:30:09.400272Z,17.83,0,1.21,0,151.0,48,254.4,0,,0.0,0,Álex Moreno,321.1,208,0.0,112,0.59,0,i,67,0,3,10,Hamstring injury - Expected back 12 Aug,0.21,3,74,59,0.0,266,,72.3,1.4,1,3.16,0.0,14,3.8,1325,72,False,229,129,0.04,216,0.0,459520,278,0.68,2.1,103,14,7,354
707,Viljami Sinisalo,40,GKP,Aston Villa,0.0,44,0.0,0.00,609,0,0,53,1083,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,69,0.0,0,,0.0,0,Sinisalo,0.0,595,0.0,576,0.00,0,a,49,0,0,0,,0.0,0,62,70,,591,,0.0,0.0,0,0.00,,0,0.0,0,0,False,475,650,0.0,542,0.0,2107,0,0.0,0.0,70,70,0,675
711,Jhon Durán,55,FWD,Aston Villa,0.0,57,0.01,0.02,538,0,0,61,4424,0.1,,2.0,0,0.0,0,,3.88,0,2.77,0,51.0,82,12.8,0,,1.0,0,Durán,13.4,460,0.0,437,0.59,0,a,41,0,1,4,,0.43,0,41,60,,482,,7.4,0.8,0,0.61,,0,0.9,126,11,False,311,623,0.42,356,0.8,5964,15,2.86,0.0,60,69,0,115
744,Sil Swinkels,40,DEF,Aston Villa,0.0,224,0.0,0.00,639,0,0,229,1716,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,224,0.0,0,,0.0,0,Swinkels,0.0,625,0.0,607,0.00,0,a,221,0,0,0,,0.0,0,189,231,,621,,0.0,0.0,0,0.00,,0,0.0,0,0,False,509,616,0.0,576,0.0,2902,0,0.0,0.0,232,233,0,711
745,Oliwier Zych,40,GKP,Aston Villa,0.0,56,0.0,0.00,644,0,0,65,639,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,74,0.0,0,,0.0,0,Zych,0.0,630,0.0,612,0.00,0,a,61,0,0,0,,0.0,0,74,81,,626,,0.0,0.0,0,0.00,,0,0.0,0,0,False,515,688,0.0,581,0.0,1149,0,0.0,0.0,81,81,0,717
753,James Wright,40,GKP,Aston Villa,0.0,53,0.0,0.00,632,0,0,62,251,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,81,0.0,0,,0.0,0,Wright,0.0,618,0.0,599,0.00,0,a,58,0,0,0,,0.0,0,71,79,,614,,0.0,0.0,0,0.00,,0,0.0,0,0,False,500,729,0.0,567,0.0,464,0,0.0,0.0,79,79,0,702
754,Sebastian Revan,40,DEF,Aston Villa,0.0,215,0.0,0.00,630,0,0,221,615,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,246,0.0,0,,0.0,0,Revan,0.0,616,0.0,597,0.00,0,a,212,0,0,0,,0.0,0,180,223,,612,,0.0,0.0,0,0.00,,0,0.0,0,0,False,498,682,0.0,565,0.0,1115,0,0.0,0.0,224,225,0,700
755,Travis Patterson,45,MID,Aston Villa,0.0,308,0.0,0.00,744,0,0,313,197,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,310,0.0,0,,0.0,0,Patterson,0.0,740,0.0,734,0.00,0,a,268,0,0,0,,0.0,0,278,312,,739,,0.0,0.0,0,0.00,,0,0.0,0,0,False,688,742,0.0,724,0.0,379,0,0.0,0.0,312,316,0,459
761,Tommi O'Reilly,45,MID,Aston Villa,0.0,299,0.0,0.00,736,0,0,305,116,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,321,0.0,0,,0.0,0,O'Reilly,0.0,730,0.0,724,0.00,0,a,258,0,0,0,,0.0,0,270,304,,728,,0.0,0.0,0,0.00,,0,0.0,0,0,False,678,756,0.0,713,0.0,214,0,0.0,0.0,303,310,0,447
57,Adam Smith,43,DEF,Bournemouth,0.21,88,0.05,1.57,311,0,0,27,69055,0.3,,17.2,5,1.04,-2,2023-03-11T21:30:08.400437Z,54.01,2,1.65,0,88.0,138,406.2,0,,0.7,1,Smith,261.6,193,0.0,136,0.50,0,a,124,0,11,58,,0.07,1,81,51,100.0,159,,75.7,1.2,1,2.07,100.0,34,2.0,2940,74,False,247,366,0.02,290,0.7,66284,400,1.78,0.2,58,113,7,537
58,Junior Stanislas,48,MID,Bournemouth,0.0,216,0.28,0.18,522,0,0,207,11087,0.0,,0.8,0,0.0,-2,2023-03-02T00:30:08.588107Z,0.69,2,1.07,0,7.0,252,10.0,0,,0.0,0,Stanislas,22.9,479,0.0,412,0.04,0,i,155,0,0,1,Back injury - Expected back 01 Jul,0.34,0,298,215,0.0,485,2.0,3.9,0.0,0,0.22,0.0,0,1.0,58,4,False,713,628,0.06,448,0.0,2196,13,1.55,0.0,216,243,0,261
59,Ryan Fredericks,44,DEF,Bournemouth,0.0,158,0.05,0.29,489,0,0,144,6173,0.0,,2.7,0,0.85,-1,2023-03-31T22:00:09.651924Z,10.14,1,1.73,0,12.0,222,66.0,0,,0.0,0,Fredericks,26.7,446,0.0,404,0.00,0,i,93,0,1,11,Calf injury - Expected back 01 Jul,0.05,0,227,158,0.0,418,,10.6,0.0,0,0.29,0.0,5,1.0,527,12,False,574,607,0.0,435,0.0,3546,63,1.88,0.0,156,172,0,479
60,David Brooks,53,MID,Bournemouth,0.0,192,0.11,0.20,546,0,0,213,4900,0.1,,0.9,0,1.06,-2,2022-08-01T17:30:04.697617Z,4.40,2,2.33,0,31.0,260,13.6,0,,0.0,1,Brooks,16.4,470,0.0,427,0.33,0,a,72,0,1,4,,0.28,0,155,211,100.0,480,,6.0,0.6,0,0.53,100.0,2,0.8,170,5,False,328,647,0.17,393,0.1,1987,7,2.12,0.0,214,257,0,138
61,Jamal Lowe,52,MID,Bournemouth,0.0,332,0.08,0.01,530,0,0,246,5475,0.0,,0.4,0,0.0,-3,2023-01-12T11:58:52.113522Z,0.62,3,5.07,0,0.0,246,0.2,0,,0.0,0,Lowe,0.3,538,0.0,503,0.00,0,u,89,0,0,0,Season-long loan to Queens Park Rangers,0.08,0,322,246,0.0,534,,0.1,0.0,0,0.01,0.0,0,1.0,11,2,False,746,613,0.0,762,0.0,1210,6,0.0,0.0,243,248,0,160
62,Kieffer Moore,49,FWD,Bournemouth,0.21,42,0.04,0.50,294,4,0,46,435696,0.2,,11.6,3,0.85,-6,2023-04-30T20:30:07.156816Z,25.51,6,1.81,0,272.0,38,216.2,0,,0.3,1,Moore,89.6,255,0.0,306,4.18,0,a,61,0,1,34,,0.34,0,38,40,100.0,292,,57.3,0.8,1,4.68,100.0,12,2.1,1269,57,False,305,223,0.3,138,0.3,437532,161,2.41,0.7,32,39,3,230
63,Emiliano Marcondes,47,MID,Bournemouth,0.0,317,0.0,0.00,519,0,0,321,2647,0.0,,0.2,0,0.0,-3,2023-01-13T09:22:17.710619Z,0.28,3,3.15,0,0.0,261,1.2,0,,0.0,0,Marcondes,0.0,537,0.0,745,0.00,0,u,183,0,0,1,Season-long loan to FC Nordsjaelland,0.0,0,290,245,0.0,522,,0.1,0.0,0,0.00,0.0,0,1.0,8,1,False,705,653,0.0,737,0.0,1011,3,11.25,0.0,236,240,0,306
64,Jefferson Lerma Solís,47,MID,Bournemouth,0.19,75,0.08,3.00,197,5,0,89,167843,0.9,,21.5,5,1.02,-3,2023-03-21T23:30:07.515286Z,60.57,3,1.68,0,311.0,90,616.6,0,,4.5,2,Lerma,293.6,94,0.0,121,2.58,1,a,185,0,7,67,,0.15,0,20,65,100.0,71,,122.1,4.4,2,5.58,100.0,37,2.7,3252,101,False,39,277,0.07,117,3.9,150223,500,1.85,0.5,30,76,7,309
65,Jack Stacey,42,DEF,Bournemouth,0.0,162,0.01,0.03,550,0,0,160,6401,0.0,,1.4,0,0.92,-3,,6.14,3,1.89,0,8.0,202,44.2,0,,-0.3,0,Stacey,8.6,469,0.0,452,0.09,0,a,159,0,2,10,,0.04,0,120,163,,446,,6.0,0.2,0,0.12,,3,0.6,293,6,False,375,542,0.03,443,-0.3,2967,36,3.07,0.0,161,185,0,597
66,Dominic Solanke,56,FWD,Bournemouth,0.25,8,0.07,2.30,67,6,0,14,1751916,0.5,,23.2,14,1.01,-4,2023-01-14T22:00:08.130052Z,51.51,4,1.62,0,1046.0,14,524.8,0,,3.0,1,Solanke,279.9,38,0.0,127,9.09,0,a,34,0,2,52,,0.36,10,15,11,100.0,106,1.0,184.4,3.0,3,11.39,100.0,32,3.9,2865,130,False,99,94,0.29,13,2.5,2006010,339,1.63,3.6,10,11,8,92
67,Lewis Cook,49,MID,Bournemouth,0.16,182,0.12,2.30,362,0,0,73,14863,0.2,,10.4,1,0.95,-1,2023-01-14T22:00:08.347531Z,32.09,1,1.69,0,45.0,195,313.0,0,,0.5,0,Cook,352.5,214,0.0,99,0.24,0,a,133,0,4,39,,0.13,2,146,106,100.0,212,,71.2,0.8,0,2.54,100.0,18,1.8,1712,51,False,306,504,0.01,371,0.3,11655,280,2.05,0.1,90,152,3,233
68,Ben Pearson,44,MID,Bournemouth,0.32,214,0.01,0.02,449,0,0,220,71782,0.0,,2.0,0,0.96,-1,2023-02-01T11:15:54.184568Z,5.92,1,1.89,0,9.0,151,21.0,0,,0.0,0,Pearson,6.4,481,0.0,455,0.05,0,u,280,0,1,10,Season-long loan to Stoke City,0.03,0,212,216,0.0,473,,3.7,0.0,0,0.07,0.0,3,1.3,282,9,False,580,422,0.02,440,0.0,53031,32,3.19,0.1,211,198,1,489
69,Ryan Christie,53,MID,Bournemouth,0.15,57,0.1,2.07,332,1,0,62,12897,0.5,,12.1,2,1.08,-2,,30.87,2,1.52,0,400.0,196,282.0,0,,2.0,2,Christie,421.7,110,0.0,74,2.89,0,a,76,0,2,35,,0.24,2,62,72,,241,,110.5,2.4,0,4.96,,22,2.0,1825,64,False,133,505,0.14,89,1.9,8856,225,1.73,0.1,101,133,3,144
70,Philip Billing,50,MID,Bournemouth,0.29,47,0.08,2.56,106,7,0,67,489100,0.4,1.0,25.2,14,1.11,-5,2023-05-20T18:00:08.387604Z,49.46,5,1.61,0,441.0,68,622.0,0,5.0,1.1,2,Billing,388.8,71,0.0,85,4.60,0,d,108,0,5,54,Back injury - 75% chance of playing,0.23,2,78,51,75.0,67,,145.2,2.0,1,7.16,75.0,34,3.5,2766,126,False,170,200,0.15,72,1.1,557651,475,1.76,0.9,27,45,9,192
71,Chris Mepham,43,DEF,Bournemouth,0.2,54,0.02,0.55,373,0,0,122,36628,0.0,,10.0,6,0.98,-2,2022-12-30T14:30:07.485485Z,42.46,2,1.74,0,134.0,165,556.4,0,,-0.3,0,Mepham,54.4,201,0.0,363,0.96,2,a,146,0,7,52,,0.06,0,123,57,100.0,93,,74.4,0.2,0,1.51,100.0,24,1.7,2197,43,False,379,442,0.04,233,-0.3,32036,369,2.13,0.1,27,132,5,572
72,Mark Travers,41,GKP,Bournemouth,0.17,58,0.0,0.00,253,0,0,67,85576,0.1,,6.8,1,0.96,-4,,19.68,4,1.71,0,0.0,42,253.0,0,,-0.5,3,Travers,0.0,385,3.13,624,0.00,0,a,31,36,0,32,,0.0,0,24,25,,269,,25.4,0.6,0,0.00,,11,2.3,1035,28,False,321,304,0.0,594,0.1,68291,193,2.78,0.4,25,33,2,640
73,Lloyd Kelly,43,DEF,Bournemouth,0.22,145,0.03,0.70,202,0,0,90,184653,0.4,,14.0,5,1.01,-2,2023-02-04T23:30:08.198837Z,35.92,2,1.58,0,26.0,99,394.0,0,,1.0,2,Kelly,97.7,269,0.0,292,0.17,0,a,149,0,3,38,,0.04,2,68,91,100.0,168,,52.1,1.6,1,0.87,100.0,23,2.6,2040,60,False,212,272,0.01,403,1.1,132401,372,1.68,0.5,64,72,5,575
74,Siriki Dembélé,47,MID,Bournemouth,0.0,194,0.18,0.21,520,0,0,191,11840,0.0,,1.3,0,0.0,-3,2023-02-01T11:16:41.390268Z,2.28,3,1.97,0,28.0,185,31.8,0,,0.0,0,Dembélé,52.3,440,0.0,368,0.16,0,u,195,0,0,2,Season-long loan to Auxerre,0.32,0,295,199,0.0,460,,11.3,0.0,0,0.37,0.0,0,1.0,104,6,False,710,490,0.14,398,0.0,4315,20,1.73,0.1,203,241,0,322
75,Jaidon Anthony,52,MID,Bournemouth,0.15,86,0.08,1.10,330,3,0,109,18002,0.3,2.0,11.7,4,0.8,-3,,26.14,3,1.9,0,263.0,173,299.4,0,3.0,1.5,1,Anthony,209.1,188,0.0,172,1.69,0,a,93,0,2,29,,0.2,1,92,101,,223,,77.2,1.8,1,2.79,,11,2.0,1241,61,False,199,468,0.12,145,1.3,13402,193,2.1,0.1,96,131,2,166
76,Jordan Zemura,42,DEF,Bournemouth,0.31,104,0.11,1.71,224,0,0,32,47601,0.0,,11.2,1,1.05,-3,2023-02-18T21:30:07.877306Z,27.57,3,1.71,0,71.0,160,269.4,0,,-0.5,0,Zemura,232.8,256,0.0,151,0.47,0,a,173,0,1,31,,0.14,1,213,83,100.0,253,,57.1,0.0,0,2.18,100.0,17,2.5,1452,47,False,543,427,0.03,316,-0.5,41168,235,1.92,0.1,98,82,5,617
77,Will Dennis,39,GKP,Bournemouth,0.0,23,0.0,0.00,579,0,0,33,70168,0.0,,0.0,0,0.0,-1,2023-01-23T12:40:09.360263Z,0.00,1,0.0,0,0.0,43,0.0,0,,0.0,0,Dennis,0.0,566,0.0,545,0.00,0,u,73,0,0,0,Season-long loan to Slough Town,0.0,0,44,52,0.0,562,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,444,306,0.0,509,0.0,40487,0,0.0,0.4,52,52,0,752
404,Jack Stephens,43,DEF,Bournemouth,0.3,123,0.02,0.23,288,0,0,121,9538,0.0,,8.1,1,0.96,-2,2023-04-22T14:30:07.783310Z,24.62,2,1.82,0,51.0,196,270.0,0,,-0.5,0,Stephens,57.3,331,0.0,358,0.36,0,a,127,0,3,24,,0.05,0,216,113,100.0,252,,38.0,0.0,0,0.59,100.0,13,2.1,1218,35,False,552,524,0.03,354,-0.5,6832,233,1.77,0.0,97,104,4,542
505,Joe Rothwell,49,MID,Bournemouth,0.27,195,0.13,1.47,398,0,0,132,1701,0.2,4.0,6.7,0,1.07,-1,2023-05-20T18:00:08.845384Z,17.29,1,1.54,0,27.0,279,127.4,0,2.0,0.5,0,Rothwell,153.3,364,0.0,216,0.16,0,d,134,0,1,15,Knock - 75% chance of playing,0.14,1,131,164,75.0,360,,30.6,1.0,0,1.63,75.0,12,1.6,1010,33,False,284,692,0.01,401,0.4,1272,167,1.34,0.0,146,171,3,234
535,Marcus Tavernier,47,MID,Bournemouth,0.26,49,0.07,1.37,46,5,0,75,162889,0.0,3.0,20.0,12,0.98,-3,2023-04-27T23:30:09.287223Z,31.77,3,1.64,0,436.0,136,459.8,0,4.0,0.0,0,Tavernier,348.4,91,0.0,101,3.13,0,i,191,0,1,37,Hamstring injury - Expected back 01 Jul,0.23,4,293,63,0.0,132,,124.2,0.0,3,4.50,0.0,19,4.1,1740,94,False,708,383,0.16,76,0.0,163444,315,1.91,0.2,57,22,5,317
539,James Hill,44,DEF,Bournemouth,0.0,249,0.0,0.00,677,0,0,251,4360,0.0,,0.0,0,0.0,-1,2023-01-12T11:57:41.840160Z,0.00,1,0.0,0,0.0,210,0.0,0,,0.0,0,Hill,0.0,666,0.0,658,0.00,0,u,122,0,0,0,Season-long loan to Heart of Midlothian,0.0,0,238,251,0.0,661,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,604,573,0.0,641,0.0,1706,0,0.0,0.0,251,251,0,531
571,Darren Randolph,40,GKP,Bournemouth,0.0,29,0.0,0.00,588,0,0,39,13412,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,49,0.0,0,,-0.5,0,Randolph,0.0,575,0.0,554,0.00,0,a,34,0,0,0,,0.0,0,50,58,,571,,0.0,0.0,0,0.00,,0,0.0,0,0,False,453,405,0.0,518,-0.5,14602,0,0.0,0.1,58,58,0,648
574,Norberto Murara Neto,45,GKP,Bournemouth,0.23,70,0.0,0.02,113,0,0,77,101368,0.4,,20.7,9,1.02,0,2022-10-25T11:30:07.951201Z,44.70,0,1.69,0,0.0,39,727.6,0,,1.7,0,Neto,0.0,206,3.77,664,0.00,0,a,16,100,4,39,,0.0,0,19,12,100.0,38,,72.8,1.8,1,0.02,100.0,27,3.4,2385,93,False,186,256,0.0,647,1.3,140862,510,1.47,0.6,11,24,6,345
576,Marcos Senesi,44,DEF,Bournemouth,0.18,73,0.01,0.35,273,2,0,105,60112,0.2,,15.7,5,1.05,-1,2023-04-05T08:30:07.283060Z,47.62,1,1.72,0,109.0,133,586.0,0,,0.5,1,Senesi,78.7,184,0.0,321,1.66,0,a,113,0,7,55,,0.07,0,90,47,100.0,81,,77.5,1.0,1,2.01,100.0,29,2.2,2489,69,False,274,358,0.06,264,0.5,74057,462,1.99,0.2,22,100,5,507
597,Christian Saydee,45,FWD,Bournemouth,0.0,76,0.0,0.00,709,0,0,77,5667,0.0,,0.0,0,0.0,0,2022-09-02T11:14:05.222430Z,0.00,0,0.0,0,0.0,85,0.0,0,,0.0,0,Saydee,0.0,698,0.0,693,0.00,0,u,74,0,0,0,Season-long loan to Shrewsbury Town,0.0,0,68,78,0.0,694,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,644,637,0.0,677,0.0,4958,0,0.0,0.0,77,78,0,400
598,Owen Bevan,40,DEF,Bournemouth,0.0,230,0.0,0.00,472,0,0,235,7123,0.0,,0.2,0,0.0,0,2022-09-06T08:38:30.273520Z,0.28,0,3.15,0,0.0,213,0.2,0,,0.0,0,Bevan,0.0,633,0.0,615,0.00,0,u,228,0,0,1,Season-long loan to Yeovil Town,0.0,0,196,237,0.0,531,,0.0,0.0,0,0.00,0.0,0,1.0,8,1,False,518,580,0.0,584,0.0,6869,3,11.25,0.0,184,165,0,720
649,Cameron Plain,40,GKP,Bournemouth,0.0,50,0.0,0.00,622,0,0,59,2844,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,66,0.0,0,,-0.5,0,Plain,0.0,608,0.0,589,0.00,0,a,55,0,0,0,,0.0,0,68,76,,604,,0.0,0.0,0,0.00,,0,0.0,0,0,False,490,635,0.0,557,-0.5,3630,0,0.0,0.0,76,76,0,691
695,Daniel Adu-Adjei,45,FWD,Bournemouth,0.0,88,0.0,0.00,750,0,0,87,3562,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,81,0.0,0,,-0.5,0,Adu-Adjei,0.0,747,0.0,741,0.00,0,a,89,0,0,0,,0.0,0,81,88,,746,,0.0,0.0,0,0.00,,0,0.0,0,0,False,695,612,0.0,731,-0.5,4891,0,0.0,0.0,87,88,0,468
696,Michael Dacosta Gonzalez,44,MID,Bournemouth,0.0,258,0.0,0.00,680,0,0,266,963,0.0,,0.0,0,0.0,-1,,0.00,1,0.0,0,0.0,294,0.0,0,,-0.5,0,Dacosta Gonzalez,0.0,669,0.0,661,0.00,0,a,298,0,0,0,,0.0,0,229,264,,664,,0.0,0.0,0,0.00,,0,0.0,0,0,False,608,717,0.0,644,-0.5,1260,0,0.0,0.0,261,275,0,535
697,Dominic Sadi,45,FWD,Bournemouth,0.0,87,0.0,0.00,747,0,0,86,4012,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,79,0.0,0,,-0.5,0,Sadi,0.0,744,0.0,738,0.00,0,a,87,0,0,0,,0.0,0,79,87,,743,,0.0,0.0,0,0.00,,0,0.0,0,0,False,691,603,0.0,728,-0.5,5327,0,0.0,0.0,86,87,0,464
705,Dango Ouattara,50,MID,Bournemouth,0.07,81,0.12,1.68,213,1,0,95,11046,0.4,,9.8,4,1.09,0,,25.86,0,1.88,0,274.0,228,276.8,0,,1.3,2,Ouattara,261.0,173,0.0,138,3.52,0,a,123,0,1,23,,0.38,3,91,95,,246,,81.0,1.8,0,5.20,,15,2.6,1239,49,False,198,574,0.26,134,1.3,13928,163,1.67,0.0,103,83,1,219
706,Euan Pollock,45,FWD,Bournemouth,0.0,75,0.0,0.00,708,0,0,76,3116,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,83,0.0,0,,-0.5,0,Pollock,0.0,697,0.0,692,0.00,0,a,73,0,0,0,,0.0,0,67,77,,693,,0.0,0.0,0,0.00,,0,0.0,0,0,False,643,627,0.0,676,-0.5,4140,0,0.0,0.0,76,77,0,399
714,Antoine Semenyo,50,FWD,Bournemouth,0.0,61,0.01,0.02,400,1,0,57,4685,0.3,,3.6,1,0.72,0,2023-05-14T08:30:08.789298Z,7.70,0,2.77,0,32.0,80,50.0,0,,0.0,0,Semenyo,26.5,445,0.0,405,0.36,0,i,56,0,0,6,Shin injury - Expected back 01 Jul,0.14,0,29,58,0.0,438,,10.7,1.4,0,0.38,0.0,2,1.6,250,18,False,235,611,0.13,392,0.0,6167,56,2.16,0.0,54,50,0,209
